Location.ID,Latitude,Longitude,Datum,Coordinate.determination.method,Name.of.water.body,Date,Observer.name,Fish.collection.method,Species,Life.stage,Length.mm,Length.method,Weight.g,Sex,Age,Age.method,ADFG.GCL,Additional.count.1,Disposition.1,Additional.count.2,Disposition.2,Anesthesia_Sedative.Used,Comments
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,55,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,69,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,61,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,72,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,58,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,73,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,67,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,62,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,69,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,70,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,58,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,74,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,61,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,59,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,74,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,59,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,71,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,57,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,55,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,70,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,67,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,61,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,62,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,60,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,62,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,72,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,67,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,70,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,70,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,69,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,71,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,71,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,76,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,58,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,60,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,70,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,69,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,70,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,72,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,57,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,59,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,72,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,60,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,58,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,69,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,71,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,68,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,69,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,67,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,69,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,73,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,69,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,62,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,70,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,,,,,,,Unintended Mortality,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,58,Fork,,,,,,,Unintended Mortality,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,,,,,,,Unintended Mortality,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,,,,,,,Unintended Mortality,,,Aqui-S 20E,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,,,,,,,,540,ID'ed and Released,,,,
,64.902934°,-146.475223°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,,,,,,,,26,Unintended Mortality,,,,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,71,Fork,4.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,3.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,3.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,67,Fork,3.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,2.9,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,2.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,3.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,71,Fork,4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,64,Fork,3.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,3.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,67,Fork,3.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,62,Fork,3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,62,Fork,3.3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,60,Fork,2.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,58,Fork,2.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,3.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,2.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,67,Fork,4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,3.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,58,Fork,2.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,3.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,3.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,58,Fork,3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,3.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,2.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,67,Fork,3.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,3.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,63,Fork,3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,66,Fork,3.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.900184°,-146.618985°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,65,Fork,3,,,,,,Measured and Released,,,Aqui-S 20E,
